candidate_id,disposition,verification_status,category,game_id,move_number,played_san,best_san,concept_label,canonical_concept_id,caption,lesson,issues
432aa819cfeeb37e,eligible_positional,pass,advance_endgame_pawn,38e54c48-202b-41fa-8599-9e7e53df4d0d,34,h5,a5,Make progress in the pawn race,,"h5 moves the pawn to h5 while that pawn stays on a6. a5 advances the pawn from a6 to a5, one rank closer to promotion. a5 gains one step in the pawn race; h5 spends the move elsewhere. In a pawn ending, count both sides' moves to promotion before spending a move on the king or another pawn.","In a pawn ending, count both sides' moves to promotion before spending a move on the king or another pawn.",
c0d5906bc0221977,eligible_positional,pass,avoid_reply_attack,13ad8b4a-ef0b-43d0-a62c-4c42c92b1512,37,Rg2+,Rd1+,Do not give the reply a target,TAC_CHANGED_AFTER_MOVE,"Rg2+ allows this reply: White answers Kf1, attacking the rook on g2. Rd1+ changes the setup; after it, White answers Kf2, and the continuation reaches Nd4. Only Rg2+ lets the reply attack the piece on g2; Rd1+ avoids that version. Before settling on a move, check whether the opponent's reply attacks a piece and forces you to respond.","Before settling on a move, check whether the opponent's reply attacks a piece and forces you to respond.",
cbbf9ba1fc47d86a,eligible_positional,pass,avoid_forcing_check,game_3b4054fc35c2,21,Rf8,Be6,Answer forcing moves before your plan,TAC_CHECKS_CAPTURES_THREATS,"Rf8 allows this concrete reply: White answers Bg7+, checking the king from g7. Be6 changes the move order; after it, White answers Bxc7, taking the pawn on c7. The check after Rf8 forces a response, while Be6 avoids that immediate check. Before starting your plan, look for the opponent's checks and deal with the forcing one first.","Before starting your plan, look for the opponent's checks and deal with the forcing one first.",
c6eb0d59a3573ca1,eligible_positional,pass,advance_passed_pawn,game_408d93aae9db,51,Ra3,b3,Push the passed pawn with purpose,END_PASSED_PAWN,"Ra3 moves the rook to a3 and leaves that pawn on b4. b3 advances the passed pawn to b3, one rank closer to promotion. b3 makes the opponent answer the passed pawn sooner; Ra3 gives it no progress. In an endgame, calculate whether a passed pawn can advance safely before making a side move.","In an endgame, calculate whether a passed pawn can advance safely before making a side move.",
fe8aabcb0595c9f1,eligible_positional,pass,take_available_piece,game_88790ea14a6d,73,Kg6,Bxb4,Take the concrete gain first,TAC_CHECKS_CAPTURES_THREATS,Kg6 moves the king to g6 and leaves that capture unused. Bxb4 takes the pawn on b4 before moving elsewhere. Bxb4 changes the material on the board immediately; Kg6 does not. Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,
3758993751d0a0c4,eligible_positional,pass,advance_endgame_pawn,534a6483-db1b-41e7-a473-0a702eb97545,53,Nc6+,b5,Make progress in the pawn race,,"Nc6+ moves the knight to c6 while that pawn stays on b7. b5 advances the pawn from b7 to b5, one rank closer to promotion. b5 gains one step in the pawn race; Nc6+ spends the move elsewhere. In a pawn ending, count both sides' moves to promotion before spending a move on the king or another pawn.","In a pawn ending, count both sides' moves to promotion before spending a move on the king or another pawn.",
da1415dd8bfcda58,eligible_positional,pass,rook_file,448c16f4-85c5-4ee9-907e-947c0a5c9794,28,Rf7,Rf8+,Put the rook where pawns do not block it,MID_ROOK_OPEN_FILE,"Rf7 moves the rook to f7 instead of placing the rook on the f-file. Rf8+ puts the rook on f8, on the open f-file. On f8 the rook has the file available; Rf7 leaves the rook out of that lane. When no tactic is urgent, look for an open or semi-open file for a rook.","When no tactic is urgent, look for an open or semi-open file for a rook.",
41d1498a2c75e739,eligible_positional,pass,active_endgame_king,4495973f-406f-4c9d-aa47-e4f5681f3d42,55,f5,Kd4,Bring the king into the endgame,END_KING_ACTIVE,"f5 puts the pawn on f5 while the king stays farther away. Kd4 brings the king from e3 toward the centre on d4. Kd4 gives the king a direct route to the pawns; f5 spends the move elsewhere. With few pieces left, activate the king before making a move that can wait.","With few pieces left, activate the king before making a move that can wait.",
6f46afea53d44c06,eligible_positional,pass,compare_replies,d3069ed2-2563-4bbc-afac-a39f64db0742,20,Qc4+,Bf6,Compare the reply before choosing,TAC_CHANGED_AFTER_MOVE,"Qc4+ moves the queen from c7 to c4; White answers Qd3, attacking the queen on c4. Bf6 moves the bishop from e5 to f6; White answers Bf4, attacking the queen on c7. The concrete difference is the reply after Qc4+ versus the reply after Bf6. Before choosing between quiet moves, calculate the opponent's strongest reply to each one.","Before choosing between quiet moves, calculate the opponent's strongest reply to each one.",
2ccca58928f8fb65,eligible_positional,pass,avoid_forcing_check,2f1814b7-be79-4478-8450-ec731e27f2a8,38,a5,Bf5+,Answer forcing moves before your plan,TAC_CHECKS_CAPTURES_THREATS,"a5 allows this concrete reply: White answers Rd6+, checking the king from d6. Bf5+ changes the move order; after it, White answers Kg7, and the continuation reaches Bxh7. The check after a5 forces a response, while Bf5+ avoids that immediate check. Before starting your plan, look for the opponent's checks and deal with the forcing one first.","Before starting your plan, look for the opponent's checks and deal with the forcing one first.",
8877049fb8d8ede1,not_mistake,not_applicable,avoid_forcing_check,be8ed105-1c2c-4290-819d-050f86af5413,33,Kg7,Rb2,Answer forcing moves before your plan,TAC_CHECKS_CAPTURES_THREATS,"Kg7 allows this concrete reply: White answers Qc3+, checking the king from c3. Rb2 changes the move order; after it, White answers Qd4, attacking the rook on b2. The check after Kg7 forces a response, while Rb2 avoids that immediate check. Before starting your plan, look for the opponent's checks and deal with the forcing one first.","Before starting your plan, look for the opponent's checks and deal with the forcing one first.",
8056eb8810d5b030,eligible_positional,pass,avoid_reply_attack,game_bc41022831e0,30,Rf1,Rc6,Do not give the reply a target,TAC_CHANGED_AFTER_MOVE,"Rf1 allows this reply: Black answers Ra8, attacking the pawn on a7. Rc6 changes the setup; after it, Black answers Qxa7, taking the pawn on a7. Only Rf1 lets the reply attack the piece on a7; Rc6 avoids that version. Before settling on a move, check whether the opponent's reply attacks a piece and forces you to respond.","Before settling on a move, check whether the opponent's reply attacks a piece and forces you to respond.",
ff677c021122d441,not_mistake,not_applicable,advance_endgame_pawn,be8ed105-1c2c-4290-819d-050f86af5413,35,a4,h5,Make progress in the pawn race,,"a4 moves the pawn to a4 while that pawn stays on h6. h5 advances the pawn from h6 to h5, one rank closer to promotion. h5 gains one step in the pawn race; a4 spends the move elsewhere. In a pawn ending, count both sides' moves to promotion before spending a move on the king or another pawn.","In a pawn ending, count both sides' moves to promotion before spending a move on the king or another pawn.",
dba7e0bd0776d9f6,eligible_positional,pass,avoid_reply_capture,fb9e6800-24bc-468d-8aa4-9e332120f1f4,23,Rd5,Rd2,Check what the reply can take,TAC_CHANGED_AFTER_MOVE,"Rd5 allows this concrete reply: White answers Nxd5, taking the rook on d5. Rd2 changes the position first; after it, White answers b3, and the continuation reaches Bc6. Only Rd5 gives the immediate capture on d5; Rd2 avoids that version. After choosing a move, scan every opponent capture before judging the move safe.","After choosing a move, scan every opponent capture before judging the move safe.",
4023f4d0b27522ae,not_mistake,not_applicable,avoid_reply_capture,d105fce0-f33d-4c99-b09a-0a99910c7309,20,Bd2,Kg2,Check what the reply can take,TAC_CHANGED_AFTER_MOVE,"Bd2 allows this concrete reply: Black answers Rxe4, taking the bishop on e4. Kg2 changes the position first; after it, Black answers f5, attacking the bishop on e4. Only Bd2 gives the immediate capture on e4; Kg2 avoids that version. After choosing a move, scan every opponent capture before judging the move safe.","After choosing a move, scan every opponent capture before judging the move safe.",
c1d455ded8d70841,eligible_positional,pass,avoid_forcing_check,game_f9ba3e9a519b,61,d3,Qd5,Answer forcing moves before your plan,TAC_CHECKS_CAPTURES_THREATS,"d3 allows this concrete reply: White answers Qh8+, checking the king from h8. Qd5 changes the move order; after it, White answers Qf6, attacking the bishop on e6. The check after d3 forces a response, while Qd5 avoids that immediate check. Before starting your plan, look for the opponent's checks and deal with the forcing one first.","Before starting your plan, look for the opponent's checks and deal with the forcing one first.",
91747f408a8dd795,eligible_positional,pass,avoid_reply_attack,game_e8e5b92bfa6f,21,Rc6,h5,Do not give the reply a target,TAC_CHANGED_AFTER_MOVE,"Rc6 allows this reply: White answers Bg2, attacking the queen on f3. h5 changes the setup; after it, White answers gxh5, taking the pawn on h5. Only Rc6 lets the reply attack the piece on f3; h5 avoids that version. Before settling on a move, check whether the opponent's reply attacks a piece and forces you to respond.","Before settling on a move, check whether the opponent's reply attacks a piece and forces you to respond.",
618b6ffb72ac637b,eligible_positional,pass,take_available_piece,game_6b3dd922bdb4,38,Rd1,Rxe2,Take the concrete gain first,TAC_CHECKS_CAPTURES_THREATS,Rd1 moves the rook to d1 and leaves that capture unused. Rxe2 takes the rook on e2 before moving elsewhere. Rxe2 changes the material on the board immediately; Rd1 does not. Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,
799a2e413ccef28e,eligible_positional,pass,avoid_reply_attack,d3cafda6-92bc-48bd-82ee-c2edf0531219,50,Rf5+,g5,Do not give the reply a target,TAC_CHANGED_AFTER_MOVE,"Rf5+ allows this reply: White answers Ke6, attacking the rook on f5. g5 changes the setup; after it, White answers Rc1, and the continuation reaches Kh6. Only Rf5+ lets the reply attack the piece on f5; g5 avoids that version. Before settling on a move, check whether the opponent's reply attacks a piece and forces you to respond.","Before settling on a move, check whether the opponent's reply attacks a piece and forces you to respond.",
da83f971da13c798,eligible_positional,pass,advance_endgame_pawn,0c228eaf-4a22-4f39-a456-1a15312ff03e,49,Ra6,e5,Make progress in the pawn race,,"Ra6 moves the rook to a6 while that pawn stays on e6. e5 advances the pawn from e6 to e5, one rank closer to promotion. e5 gains one step in the pawn race; Ra6 spends the move elsewhere. In a pawn ending, count both sides' moves to promotion before spending a move on the king or another pawn.","In a pawn ending, count both sides' moves to promotion before spending a move on the king or another pawn.",
1449c17feed2a010,eligible_positional,pass,avoid_reply_attack,80ef39ca-27e5-4c13-a9d9-471c41051e58,36,Kc5,f6,Do not give the reply a target,TAC_CHANGED_AFTER_MOVE,"Kc5 allows this reply: White answers Rc3, attacking the rook on c4. f6 changes the setup; after it, White answers Ka2, and the continuation reaches Rd4. Only Kc5 lets the reply attack the piece on c4; f6 avoids that version. Before settling on a move, check whether the opponent's reply attacks a piece and forces you to respond.","Before settling on a move, check whether the opponent's reply attacks a piece and forces you to respond.",
19633200e0b5cb2d,eligible_positional,pass,add_defender,game_8e1294767490,19,hxg3,Qxg3,Add a defender where it is needed,DEF_MOST_ATTACKED,"hxg3 moves the pawn to g3 without adding that defender. Qxg3 places the queen on g3, where it adds a defender to the pawn on h2. After Qxg3, the pawn on h2 has more support; after hxg3, it does not. When one of your pieces is attacked, count its attackers and defenders before moving elsewhere.","When one of your pieces is attacked, count its attackers and defenders before moving elsewhere.",
83e5c4c7f975b26c,eligible_positional,pass,take_available_piece,80ef39ca-27e5-4c13-a9d9-471c41051e58,22,b6,Bxf5,Take the concrete gain first,TAC_CHECKS_CAPTURES_THREATS,b6 moves the pawn to b6 and leaves that capture unused. Bxf5 takes the pawn on f5 before moving elsewhere. Bxf5 changes the material on the board immediately; b6 does not. Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,
c7d2f3f0ee4ee47d,eligible_positional,pass,avoid_reply_attack,game_e8e5b92bfa6f,22,Re3,Qf6+,Do not give the reply a target,TAC_CHANGED_AFTER_MOVE,"Re3 allows this reply: White answers h5, attacking the bishop on g6. Qf6+ changes the setup; after it, White answers Ka2, and the continuation reaches Qxh4. Only Re3 lets the reply attack the piece on g6; Qf6+ avoids that version. Before settling on a move, check whether the opponent's reply attacks a piece and forces you to respond.","Before settling on a move, check whether the opponent's reply attacks a piece and forces you to respond.",
ecc86d402b43df5d,eligible_positional,pass,limit_the_reply_capture,eb050e67-c664-412a-a24e-a3dd4537cb91,44,Rxf5,Rxc5,Do not offer the larger target,TAC_CHANGED_AFTER_MOVE,"Rxf5 allows the larger capture: White answers Rxf5, taking the rook on f5. Rxc5 changes what can be taken; White answers cxb5, taking the pawn on b5. After Rxf5, the reply takes a rook; after Rxc5, it takes only a pawn. When both moves allow a capture, choose the line that keeps the more valuable piece safe.","When both moves allow a capture, choose the line that keeps the more valuable piece safe.",
3dd4fa9b072e3f27,eligible_positional,pass,create_concrete_threat,802b941c-4779-4990-bc9c-cf02ce64634d,14,Qxg7,Bb5,Make a threat with a target,TAC_CHECKS_CAPTURES_THREATS,"Qxg7 puts the queen on g7 without creating that attack. Bb5 puts the bishop on b5, attacking the knight on c6. Bb5 gives the opponent a concrete piece to answer on c6; Qxg7 does not. A useful improving move should attack, defend, or create a clear next threat.","A useful improving move should attack, defend, or create a clear next threat.",
da761dd86db51f58,eligible_positional,pass,advance_passed_pawn,game_408d93aae9db,54,Kd3,b3,Push the passed pawn with purpose,END_PASSED_PAWN,"Kd3 moves the king to d3 and leaves that pawn on b4. b3 advances the passed pawn to b3, one rank closer to promotion. b3 makes the opponent answer the passed pawn sooner; Kd3 gives it no progress. In an endgame, calculate whether a passed pawn can advance safely before making a side move.","In an endgame, calculate whether a passed pawn can advance safely before making a side move.",
dec00cb959af46d1,eligible_positional,pass,take_available_piece,game_3b4054fc35c2,26,Ke8,Bxd1,Take the concrete gain first,TAC_CHECKS_CAPTURES_THREATS,Ke8 moves the king to e8 and leaves that capture unused. Bxd1 takes the rook on d1 before moving elsewhere. Bxd1 changes the material on the board immediately; Ke8 does not. Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,
77bc1520033160f3,eligible_positional,pass,add_defender,8f150577-d2ee-4838-8b7a-3ffb562fe070,31,Rxf7,Be4,Add a defender where it is needed,DEF_MOST_ATTACKED,"Rxf7 moves the rook to f7 without adding that defender. Be4 places the bishop on e4, where it adds a defender to the pawn on d3. After Be4, the pawn on d3 has more support; after Rxf7, it does not. When one of your pieces is attacked, count its attackers and defenders before moving elsewhere.","When one of your pieces is attacked, count its attackers and defenders before moving elsewhere.",
c406ed43345f5b64,eligible_positional,pass,avoid_reply_attack,1082e4b8-5ac8-416c-b8b8-6533321f2819,30,Rxa3,Kh7,Do not give the reply a target,TAC_CHANGED_AFTER_MOVE,"Rxa3 allows this reply: White answers Rd7, attacking the pawn on g7. Kh7 changes the setup; after it, White answers h5, and the continuation reaches Ra7. Only Rxa3 lets the reply attack the piece on g7; Kh7 avoids that version. Before settling on a move, check whether the opponent's reply attacks a piece and forces you to respond.","Before settling on a move, check whether the opponent's reply attacks a piece and forces you to respond.",
0857ae07ca390658,eligible_positional,pass,king_approaches_pawn,game_91f51964aaf3,49,f4,Kf4,Bring the king toward the pawns,END_KING_ACTIVE,"f4 puts the pawn on f4 and leaves the king farther from that pawn. Kf4 moves the king to f4, one step closer to the pawn on f5. Kf4 shortens the king's route to f5; f4 does not. In a reduced position, move the king toward the pawn you need to win or stop.","In a reduced position, move the king toward the pawn you need to win or stop.",
e61f6104973a3dab,eligible_positional,pass,take_available_piece,game_ef33e38bbf78,34,Re6,Qxf7+,Take the concrete gain first,TAC_CHECKS_CAPTURES_THREATS,Re6 moves the rook to e6 and leaves that capture unused. Qxf7+ takes the queen on f7 before moving elsewhere. Qxf7+ changes the material on the board immediately; Re6 does not. Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,
125a8303bf24c430,eligible_positional,pass,limit_the_reply_capture,e15039b4-6f96-4630-8657-6d6def6b5743,45,Rf4,c5,Do not offer the larger target,TAC_CHANGED_AFTER_MOVE,"Rf4 allows the larger capture: White answers Rxf4, taking the rook on f4. c5 changes what can be taken; White answers Rxc4, taking the pawn on c4. After Rf4, the reply takes a rook; after c5, it takes only a pawn. When both moves allow a capture, choose the line that keeps the more valuable piece safe.","When both moves allow a capture, choose the line that keeps the more valuable piece safe.",
d8bd124a52f3414b,eligible_positional,pass,create_concrete_threat,game_5da7dc72d514,23,Rc7,Qc7,Make a threat with a target,TAC_CHECKS_CAPTURES_THREATS,"Rc7 puts the rook on c7 without creating that attack. Qc7 puts the queen on c7, attacking the queen on f4. Qc7 gives the opponent a concrete piece to answer on f4; Rc7 does not. A useful improving move should attack, defend, or create a clear next threat.","A useful improving move should attack, defend, or create a clear next threat.",
b8b8e263927a7e3f,eligible_positional,pass,compare_replies,4136af90-9fa9-472a-b5de-e4aefc455b35,20,Bd5,Rhe8,Compare the reply before choosing,TAC_CHANGED_AFTER_MOVE,"Bd5 moves the bishop from c4 to d5; White answers g3, attacking the queen on f4. Rhe8 moves the rook from h8 to e8; White answers Qa3, attacking the pawn on a7. The concrete difference is the reply after Bd5 versus the reply after Rhe8. Before choosing between quiet moves, calculate the opponent's strongest reply to each one.","Before choosing between quiet moves, calculate the opponent's strongest reply to each one.",
605cbc4f23961a56,eligible_positional,pass,create_concrete_threat,5cb6a8ac-0f94-4336-8a5c-212ae50b8c84,22,Bf4,c5,Make a threat with a target,TAC_CHECKS_CAPTURES_THREATS,"Bf4 puts the bishop on f4 without creating that attack. c5 puts the pawn on c5, attacking the bishop on d4. c5 gives the opponent a concrete piece to answer on d4; Bf4 does not. A useful improving move should attack, defend, or create a clear next threat.","A useful improving move should attack, defend, or create a clear next threat.",
cdbb0a352c048e83,eligible_positional,pass,take_available_piece,4136af90-9fa9-472a-b5de-e4aefc455b35,22,Rhd8,fxe6,Take the concrete gain first,TAC_CHECKS_CAPTURES_THREATS,Rhd8 moves the rook to d8 and leaves that capture unused. fxe6 takes the queen on e6 before moving elsewhere. fxe6 changes the material on the board immediately; Rhd8 does not. Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,
4ef032ae4a2e4a6a,eligible_positional,pass,rook_file,487febc0-d8c4-43c7-bb65-b6aca9cec181,57,Rc2,Rh1,Put the rook where pawns do not block it,MID_ROOK_OPEN_FILE,"Rc2 moves the rook to c2 instead of placing the rook on the h-file. Rh1 puts the rook on h1, on the semi-open h-file. On h1 the rook has the file available; Rc2 leaves the rook out of that lane. When no tactic is urgent, look for an open or semi-open file for a rook.","When no tactic is urgent, look for an open or semi-open file for a rook.",
5569802e2753b705,eligible_positional,pass,activate_rook,game_91f51964aaf3,50,Kf2,Ra2,Give the rook more squares,,"Kf2 moves the king to f2 and leaves the rook on a4. Ra2 moves the rook to a2, where it can reach a1, b2, c2. The rook has more usable squares after Ra2; Kf2 leaves its old limits in place. For a quiet rook move, count the open squares it gains from the new rank or file.","For a quiet rook move, count the open squares it gains from the new rank or file.",
349742fe135c4b0a,not_mistake,not_applicable,avoid_reply_attack,76f68e3f-3b76-4947-b959-eea305ecb504,40,Rd2,Rc5,Do not give the reply a target,TAC_CHANGED_AFTER_MOVE,"Rd2 allows this reply: Black answers Bc3, attacking the rook on d2. Rc5 changes the setup; after it, Black answers c3, and the continuation reaches Kf2. Only Rd2 lets the reply attack the piece on d2; Rc5 avoids that version. Before settling on a move, check whether the opponent's reply attacks a piece and forces you to respond.","Before settling on a move, check whether the opponent's reply attacks a piece and forces you to respond.",
125a8303bf24c430,eligible_positional,pass,limit_the_reply_capture,e15039b4-6f96-4630-8657-6d6def6b5743,43,Rf4,c5,Do not offer the larger target,TAC_CHANGED_AFTER_MOVE,"Rf4 allows the larger capture: White answers Rxf4, taking the rook on f4. c5 changes what can be taken; White answers Rxc4, taking the pawn on c4. After Rf4, the reply takes a rook; after c5, it takes only a pawn. When both moves allow a capture, choose the line that keeps the more valuable piece safe.","When both moves allow a capture, choose the line that keeps the more valuable piece safe.",
3013104e6608873c,eligible_positional,pass,take_available_piece,a9f06367-e4de-4dde-b3b4-e637c4d54d22,19,Kf8,Bxh6,Take the concrete gain first,TAC_CHECKS_CAPTURES_THREATS,Kf8 moves the king to f8 and leaves that capture unused. Bxh6 takes the knight on h6 before moving elsewhere. Bxh6 changes the material on the board immediately; Kf8 does not. Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,
bfeb4894e6ac7350,eligible_positional,pass,take_available_piece,eb050e67-c664-412a-a24e-a3dd4537cb91,42,Kg3,Rxc5,Take the concrete gain first,TAC_CHECKS_CAPTURES_THREATS,Kg3 moves the king to g3 and leaves that capture unused. Rxc5 takes the pawn on c5 before moving elsewhere. Rxc5 changes the material on the board immediately; Kg3 does not. Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,
7fc31be9b2e4c201,eligible_positional,pass,avoid_reply_attack,game_dbb7db5a44d1,35,Bb7,Kf8,Do not give the reply a target,TAC_CHANGED_AFTER_MOVE,"Bb7 allows this reply: White answers c6, attacking the bishop on b7. Kf8 changes the setup; after it, White answers c6, and the continuation reaches Rfd2. Only Bb7 lets the reply attack the piece on b7; Kf8 avoids that version. Before settling on a move, check whether the opponent's reply attacks a piece and forces you to respond.","Before settling on a move, check whether the opponent's reply attacks a piece and forces you to respond.",
a415037645fe50cc,eligible_positional,pass,avoid_forcing_check,448c16f4-85c5-4ee9-907e-947c0a5c9794,40,Kc5,Kd3,Answer forcing moves before your plan,TAC_CHECKS_CAPTURES_THREATS,"Kc5 allows this concrete reply: Black answers Re5+, checking the king from e5. Kd3 changes the move order; after it, Black answers Re1, and the continuation reaches Ra4. The check after Kc5 forces a response, while Kd3 avoids that immediate check. Before starting your plan, look for the opponent's checks and deal with the forcing one first.","Before starting your plan, look for the opponent's checks and deal with the forcing one first.",
76c0e549b03fd85d,eligible_positional,pass,avoid_reply_capture,2c32f758-a724-4e68-8087-c48c93da0173,28,Rb7,Be2,Check what the reply can take,TAC_CHANGED_AFTER_MOVE,"Rb7 allows this concrete reply: Black answers Rxb7, taking the rook on b7. Be2 changes the position first; after it, Black answers Kg7, and the continuation reaches Ra5. Only Rb7 gives the immediate capture on b7; Be2 avoids that version. After choosing a move, scan every opponent capture before judging the move safe.","After choosing a move, scan every opponent capture before judging the move safe.",
a7e231e7e6211b0a,eligible_positional,pass,avoid_reply_capture,game_426f45aff6ca,32,Bg5,Bh4+,Check what the reply can take,TAC_CHANGED_AFTER_MOVE,"Bg5 allows this concrete reply: White answers Rxa7, taking the pawn on a7. Bh4+ changes the position first; after it, White answers g3, attacking the bishop on h4. Only Bg5 gives the immediate capture on a7; Bh4+ avoids that version. After choosing a move, scan every opponent capture before judging the move safe.","After choosing a move, scan every opponent capture before judging the move safe.",
90bd5955d8108d4c,eligible_positional,pass,compare_replies,ed042610-caf8-4e71-b81b-9fa7239fcb07,18,Rfd1,Qe2,Compare the reply before choosing,TAC_CHANGED_AFTER_MOVE,"Rfd1 moves the rook from f1 to d1; Black answers Ne5, attacking the queen on f3. Qe2 moves the queen from f3 to e2; Black answers Ne5, attacking the rook on d3. After the same reply Ne5, Rfd1 leads to Qf1, while Qe2 leads to Na4. Before choosing between quiet moves, calculate the opponent's strongest reply to each one.","Before choosing between quiet moves, calculate the opponent's strongest reply to each one.",
27762ecce9d8bca5,eligible_positional,pass,create_concrete_threat,game_6b3dd922bdb4,31,Nc5,c4,Make a threat with a target,TAC_CHECKS_CAPTURES_THREATS,"Nc5 puts the knight on c5 without creating that attack. c4 puts the pawn on c4, attacking the rook on d5. c4 gives the opponent a concrete piece to answer on d5; Nc5 does not. A useful improving move should attack, defend, or create a clear next threat.","A useful improving move should attack, defend, or create a clear next threat.",
dcb79c19371dbbb0,eligible_positional,pass,avoid_reply_capture,fa707fe8-23d3-489b-9b5e-167de0c3a06e,53,e5,Ke7,Check what the reply can take,TAC_CHANGED_AFTER_MOVE,"e5 allows this concrete reply: White answers fxe5+, taking the pawn on e5. Ke7 changes the position first; after it, White answers Nd4, attacking the pawn on f5. Only e5 gives the immediate capture on e5; Ke7 avoids that version. After choosing a move, scan every opponent capture before judging the move safe.","After choosing a move, scan every opponent capture before judging the move safe.",
27e313329c835ad4,eligible_positional,pass,avoid_reply_attack,38e54c48-202b-41fa-8599-9e7e53df4d0d,33,f4+,a5,Do not give the reply a target,TAC_CHANGED_AFTER_MOVE,"f4+ allows this reply: White answers Ke4, attacking the pawn on f4. a5 changes the setup; after it, White answers c3, and the continuation reaches Kd5. Only f4+ lets the reply attack the piece on f4; a5 avoids that version. Before settling on a move, check whether the opponent's reply attacks a piece and forces you to respond.","Before settling on a move, check whether the opponent's reply attacks a piece and forces you to respond.",
095707fe0f6742c9,eligible_positional,pass,avoid_reply_capture,game_7ed31de4e663,27,Qe3,h3,Check what the reply can take,TAC_CHANGED_AFTER_MOVE,"Qe3 allows this concrete reply: Black answers Qxg4+, taking the pawn on g4. h3 changes the position first; after it, Black answers Qa4, attacking the knight on b3. Only Qe3 gives the immediate capture on g4; h3 avoids that version. After choosing a move, scan every opponent capture before judging the move safe.","After choosing a move, scan every opponent capture before judging the move safe.",
aca9169c6bd27b24,eligible_positional,pass,take_available_piece,448c16f4-85c5-4ee9-907e-947c0a5c9794,33,Ke4,Rxb7,Take the concrete gain first,TAC_CHECKS_CAPTURES_THREATS,Ke4 moves the king to e4 and leaves that capture unused. Rxb7 takes the pawn on b7 before moving elsewhere. Rxb7 changes the material on the board immediately; Ke4 does not. Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,
275b2e4c83980197,eligible_positional,pass,avoid_forcing_check,game_85895e9e9312,18,Ng5,Bf4+,Answer forcing moves before your plan,TAC_CHECKS_CAPTURES_THREATS,"Ng5 allows this concrete reply: Black answers Bg4+, checking the king from g4. Bf4+ changes the move order; after it, Black answers Kd7, and the continuation reaches Kd2. The check after Ng5 forces a response, while Bf4+ avoids that immediate check. Before starting your plan, look for the opponent's checks and deal with the forcing one first.","Before starting your plan, look for the opponent's checks and deal with the forcing one first.",
6af9611b21b741db,eligible_positional,pass,avoid_reply_capture,13ad8b4a-ef0b-43d0-a62c-4c42c92b1512,30,Nd3,Ne4,Check what the reply can take,TAC_CHANGED_AFTER_MOVE,"Nd3 allows this concrete reply: White answers Nxd3, taking the knight on d3. Ne4 changes the position first; after it, White answers Ra5, attacking the bishop on b5. Only Nd3 gives the immediate capture on d3; Ne4 avoids that version. After choosing a move, scan every opponent capture before judging the move safe.","After choosing a move, scan every opponent capture before judging the move safe.",
26a4cd472098b3b0,eligible_positional,pass,active_endgame_king,4495973f-406f-4c9d-aa47-e4f5681f3d42,45,Ke2,Kf3,Bring the king into the endgame,END_KING_ACTIVE,"Ke2 puts the king on e2 while the king stays farther away. Kf3 brings the king from f2 toward the centre on f3. Kf3 gives the king a direct route to the pawns; Ke2 spends the move elsewhere. With few pieces left, activate the king before making a move that can wait.","With few pieces left, activate the king before making a move that can wait.",
985643a6702332f0,eligible_positional,pass,avoid_reply_capture,261718ad-a7dd-4cea-91c7-77fc17761aa7,44,Ba6,g5+,Check what the reply can take,TAC_CHANGED_AFTER_MOVE,"Ba6 allows this concrete reply: Black answers Rxg4, taking the pawn on g4. g5+ changes the position first; after it, Black answers Kg7, and the continuation reaches Be6. Only Ba6 gives the immediate capture on g4; g5+ avoids that version. After choosing a move, scan every opponent capture before judging the move safe.","After choosing a move, scan every opponent capture before judging the move safe.",
51d42a614622fe96,not_mistake,not_applicable,avoid_reply_capture,game_692ab776c5b1,30,Rfc8,Rcc8,Check what the reply can take,TAC_CHANGED_AFTER_MOVE,"Rfc8 allows this concrete reply: White answers Rxc2, taking the rook on c2. Rcc8 changes the position first; after it, White answers Rd1, and the continuation reaches Rc5. Only Rfc8 gives the immediate capture on c2; Rcc8 avoids that version. After choosing a move, scan every opponent capture before judging the move safe.","After choosing a move, scan every opponent capture before judging the move safe.",
